provider_id,provider_name,specialty,city,state,tax_id,license_no
P006632,"Bhakta, Om and Talwar",Urology,Aurangabad,Maharashtra,XXXXX,BADLIC
P018834,Bose Ltd,Oncology,Buxar,Arunachal Pradesh,352244934,LIC131434
P031610,Nayak and Sons,Pediatrics,Aizawl,Maharashtra,860142445,LIC497340
P012757,"Soman, Behl and Tailor",OBGYN,Khandwa,Uttar Pradesh,318522370,LIC874991
P005851,Chaudhuri-Rajagopal,Pediatrics,Jamnagar,Assam,633838277,LIC563822
P027578,Bandi-Mohan,Urology,Kishanganj,Assam,953073711,LIC944388
P006538,Bali LLC,ENT,Bhatpara,Assam,173793294,LIC942368
P016284,Din PLC,OBGYN,Srikakulam,Rajasthan,465699245,LIC858719
P005886,Nayak LLC,OBGYN,Kolkata,Mizoram,912913593,LIC515576
P005578,Chanda-Muni,Oncology,Jhansi,Punjab,904671463,LIC163238
P023969,Nagy-Goda,General Medicine,Bhind,Maharashtra,948379847,LIC273467
P030004,Bassi Inc,OBGYN,Imphal,Rajasthan,513372001,LIC767413
P033610,Bhardwaj Inc,Oncology,Ludhiana,Chhattisgarh,471683480,LIC400226
P008470,Shah-Halder,OBGYN,Amroha,Uttarakhand,444826472,LIC709104
P033609,Bail LLC,General Medicine,Jorhat,Jharkhand,259682073,LIC543492
P036753,Khosla-Raj,OBGYN,Berhampur,Gujarat,XXXXX,BADLIC
P019979,Bava PLC,Urology,Baranagar,Nagaland,XXXXX,BADLIC
P033462,"Talwar, Nayak and Baral",Dermatology,Aligarh,Chhattisgarh,452313216,LIC880898
P033662,Wadhwa LLC,Orthopedics,Singrauli,Tripura,663135738,LIC976457
P014751,"Peri, Mand and Swaminathan",Cardiology,Asansol,Kerala,508066264,LIC357083
P005572,Mukherjee PLC,Orthopedics,Kolhapur,Gujarat,806278920,LIC626061
P021891,"Prashad, Rege and Prashad",General Medicine,Machilipatnam,Punjab,102367938,LIC465384
P029396,"Batra, Mammen and Kara",Oncology,Shimla,Odisha,311993548,LIC737607
P007164,Suresh-Rana,ENT,Anantapur,Madhya Pradesh,774999306,LIC859214
P033490,"Din, Zachariah and Parsa",Orthopedics,Dhanbad,Jharkhand,193456626,LIC323628
P033073,Kara-Ghose,Orthopedics,Bidar,Tamil Nadu,553547136,LIC749593
P002444,Issac-Dass,Neurology,Bahraich,Maharashtra,550845444,LIC763028
P032621,"Mahal, Pai and Srivastava",Dermatology,Ghaziabad,Manipur,480513948,LIC442154
P014043,Khatri LLC,OBGYN,Hapur,Manipur,670507097,LIC718260
P018438,Kala-Mitra,Dermatology,Madurai,Punjab,604098812,LIC246833
P007890,Saraf LLC,Oncology,Suryapet,Karnataka,949827703,LIC299773
P014385,Borra-Kothari,Pediatrics,Jamalpur,Punjab,462742497,LIC273434
P023019,"Batra, Chauhan and Rajagopal",General Medicine,Sikar,Tripura,180740573,LIC302410
P011966,Rattan Group,Cardiology,Udupi,Nagaland,313499355,LIC554609
P019613,Hora Ltd,OBGYN,Tadepalligudem,Rajasthan,367704621,LIC497312
P032983,Zachariah Inc,ENT,Bijapur,Manipur,566012300,LIC487702
P028938,Ahluwalia and Sons,Neurology,Nagaon,Karnataka,851107707,LIC485802
P013013,Bajaj PLC,Neurology,Siliguri,Telangana,533983323,LIC241523
P008497,"Verma, Behl and Zacharia",Urology,Yamunanagar,Gujarat,787297518,LIC314556
P033955,"Singh, Kadakia and Pandya",General Medicine,Kozhikode,Uttar Pradesh,683983992,LIC414616
P018002,Pandya PLC,General Medicine,Bellary,Telangana,978279874,LIC534456
P013603,Sahni Inc,ENT,Ambala,Goa,326173024,LIC449891
P028763,Dar Inc,ENT,Erode,Madhya Pradesh,327843285,LIC938158
P009565,"Sinha, Soman and Parikh",Dermatology,Naihati,Punjab,867202523,LIC228059
P006193,Bahl-Mane,ENT,Jamnagar,Haryana,103103952,LIC710978
P007978,"Bajaj, Tiwari and Sani",Oncology,Gopalpur,Madhya Pradesh,446626286,LIC454741
P032044,"Tak, Muni and Grover",Cardiology,Vasai-Virar,Goa,583868851,LIC506623
P010029,"Warrior, Gala and Walla",ENT,Ozhukarai,Punjab,885131842,LIC309942
P008406,Khanna LLC,Dermatology,Purnia,Karnataka,607532913,LIC487558
P032629,Kapadia and Sons,Oncology,Baranagar,Meghalaya,789883493,LIC753442
P020150,Chandra Inc,Cardiology,Nanded,Assam,116321269,LIC909583
P018379,Kothari-Gera,Neurology,Amritsar,Andhra Pradesh,688712841,LIC882385
P015002,"Upadhyay, Dutt and Bawa",ENT,Vasai-Virar,Karnataka,671753139,LIC661742
P010369,"Tank, Kala and Bhardwaj",OBGYN,Faridabad,Sikkim,667164006,LIC250354
P030121,"Setty, Buch and Rout",Cardiology,Khandwa,Haryana,713965916,LIC552945
P013944,"Sarkar, Naik and Grewal",Oncology,Dindigul,Punjab,723634738,LIC268988
P037795,"Shan, Chahal and Narula",Oncology,Jammu,Bihar,XXXXX,BADLIC
P038448,Basak-Garg,OBGYN,Ambala,Kerala,XXXXX,BADLIC
P038639,Swaminathan and Sons,OBGYN,Guntur,Punjab,XXXXX,BADLIC
P038333,Sood-Ramanathan,General Medicine,Thane,Goa,XXXXX,BADLIC
P004010,Parekh-Bhattacharyya,Oncology,Kharagpur,Uttar Pradesh,964704874,LIC302835
P009505,Divan LLC,Orthopedics,Haldia,Madhya Pradesh,110040336,LIC411132
P033507,Gara and Sons,Neurology,Amaravati,Karnataka,717063517,LIC971439
P000223,Venkataraman-Vohra,General Medicine,Mysore,Chhattisgarh,546197924,LIC625589
P023687,"Gokhale, Purohit and Hayer",Pediatrics,New Delhi,Madhya Pradesh,765497647,LIC473983
P021915,Ramachandran Ltd,Pediatrics,Anand,Madhya Pradesh,474297131,LIC175203
P026116,Bath Inc,Urology,Madanapalle,West Bengal,664618891,LIC881308
P016871,Suri PLC,Neurology,Karimnagar,Karnataka,496483015,LIC257239
P003714,Mannan-Balakrishnan,OBGYN,Panvel,Telangana,536496394,LIC194437
P029505,"Soni, Khosla and Konda",Dermatology,Bhagalpur,Manipur,531807449,LIC556034
P029016,Loke-Chand,Neurology,Loni,Nagaland,840054711,LIC642131
P022477,"Konda, Nazareth and Chacko",Orthopedics,Maheshtala,Nagaland,626447365,LIC716099
P002354,Kumar-Parikh,Pediatrics,Bellary,Kerala,274494170,LIC166571
P023697,"Grewal, Sharma and Kadakia",Neurology,Bahraich,Maharashtra,213027765,LIC790505
P031829,Ravi-Rao,General Medicine,Pune,Uttar Pradesh,782093617,LIC885491
P005107,Chawla-Pandey,ENT,Vijayawada,Haryana,337987387,LIC870185
P005385,Narain and Sons,Neurology,Mehsana,Bihar,484659914,LIC921467
P023569,"Deshmukh, Kala and Sarin",OBGYN,Panipat,Rajasthan,957999138,LIC919780
P014579,Gopal Group,Dermatology,Madanapalle,Arunachal Pradesh,940201196,LIC348907
P038785,"Goswami, Mital and Choudhry",Urology,Kishanganj,Arunachal Pradesh,XXXXX,BADLIC
P011778,"Divan, Wadhwa and Bora",Neurology,Guwahati,Nagaland,652728938,LIC613774
P000277,"Yohannan, Babu and Gade",Orthopedics,Bharatpur,Uttarakhand,841601226,LIC599946
P020809,"More, Rattan and Deshpande",OBGYN,Maheshtala,Gujarat,732155770,LIC110027
P022743,"Das, Sachdeva and Sem",Urology,Sri Ganganagar,Punjab,641798774,LIC983653
P008732,"Dua, Yohannan and Morar",OBGYN,Vijayawada,Meghalaya,742662136,LIC140117
P024892,Sha-Nanda,Pediatrics,Chapra,Madhya Pradesh,637217117,LIC671521
P019884,"Bera, Bajaj and Purohit",Dermatology,Tenali,Punjab,192996048,LIC396902
P004654,Ganesan-Thaker,Pediatrics,Bhilwara,Mizoram,903309927,LIC361690
P022476,Saha-Bala,Oncology,Bhilwara,Himachal Pradesh,451941674,LIC794450
P008126,Devan-Butala,Pediatrics,Uluberia,Tamil Nadu,456407979,LIC372506
P018067,Sankaran Inc,OBGYN,Ballia,Haryana,961435551,LIC813734
P032719,"Shere, Sarraf and Bumb",Pediatrics,Sirsa,Bihar,267915963,LIC864578
P001297,Ben Inc,General Medicine,Kumbakonam,Madhya Pradesh,477012795,LIC656256
P009524,"Saha, Cherian and Mangal",Pediatrics,Dewas,Punjab,715728669,LIC657027
P016256,Bajaj-Mishra,Cardiology,Bareilly,Bihar,545677047,LIC366746
P005784,"Savant, Korpal and Bakshi",Pediatrics,Narasaraopet,Punjab,784999817,LIC283455
P002314,Dutt-Wali,Neurology,Vasai-Virar,Maharashtra,661546568,LIC930626
P013822,Doctor LLC,Oncology,Tinsukia,Odisha,700254547,LIC142054
P032250,Chana Group,General Medicine,Kalyan-Dombivli,Karnataka,530648070,LIC752523
P020236,"Kant, Sant and Kaur",Urology,Kulti,Jharkhand,202211944,LIC615823
P019438,Nath Inc,Orthopedics,Khora ,Bihar,146389067,LIC184931
P026675,"Sachdeva, Bora and Murty",Oncology,Jalandhar,West Bengal,454480758,LIC602253
P022204,"Goel, Savant and Gokhale",General Medicine,Barasat,Haryana,473747311,LIC557212
P023115,Padmanabhan Ltd,Orthopedics,Nagaon,Punjab,109556975,LIC594523
P039349,Tailor-Shere,Dermatology,Dibrugarh,Tripura,XXXXX,BADLIC
P014849,"Vala, Chatterjee and Rege",ENT,Karawal Nagar,Uttarakhand,351415842,LIC821497
P024278,Kumar-Walla,ENT,Ghaziabad,Sikkim,421999680,LIC426159
P011872,Karnik LLC,Oncology,Anand,Tamil Nadu,661033690,LIC871663
P011416,Ganesan Inc,General Medicine,Sirsa,Bihar,868645532,LIC248952
P021236,"Trivedi, Deep and Guha",Neurology,Pudukkottai,Punjab,125946895,LIC967663
P005475,Dara and Sons,ENT,Allahabad,Jharkhand,716415913,LIC839210
P033779,Kala and Sons,Urology,Siliguri,Nagaland,881493879,LIC320850
P005534,"Chana, Ramesh and Maharaj",Neurology,South Dumdum,Arunachal Pradesh,434896444,LIC951794
P003520,Bakshi-Shankar,Orthopedics,Bareilly,Rajasthan,314906585,LIC329730
P036946,"Kalla, Narang and Sibal",Orthopedics,Hindupur,Tripura,XXXXX,BADLIC
P021877,"Bala, Mital and Nath",ENT,Solapur,Haryana,820067943,LIC153954
P013299,Patla-Chaudhry,Oncology,Hospet,Meghalaya,562045094,LIC277821
P027363,Shetty Inc,Neurology,Delhi,Assam,211764338,LIC361554
P007445,"Parekh, Raman and Kumer",OBGYN,Serampore,Himachal Pradesh,641835885,LIC480397
P020068,Bassi-Choudhry,Cardiology,Sonipat,Punjab,598566716,LIC737826
P024179,"Parsa, Dey and Chauhan",Orthopedics,Coimbatore,Punjab,607689858,LIC658643
P014157,"Sehgal, Sundaram and Bansal",Cardiology,Raipur,Haryana,790877019,LIC403953
P008750,"Venkatesh, Divan and Bir",Dermatology,Kakinada,Nagaland,496890656,LIC716658
P011995,"Naik, Nagi and Mishra",Dermatology,Gurgaon,Goa,887423285,LIC464141
P030117,"Narasimhan, Krishna and Kadakia",Pediatrics,Arrah,Madhya Pradesh,576026828,LIC337058
P021844,Narasimhan Inc,Urology,Ludhiana,Gujarat,318480070,LIC340036
P010617,Bali-Ben,Orthopedics,Sagar,Kerala,909550680,LIC973267
P033756,Kota PLC,Oncology,Secunderabad,Gujarat,170784927,LIC359980
P006638,"Raja, D’Alia and Borde",OBGYN,Aizawl,Manipur,553239144,LIC404794
P000441,"Saha, Anne and Shah",Dermatology,Belgaum,Nagaland,885135777,LIC695621
P001475,Misra and Sons,General Medicine,Mira-Bhayandar,Assam,979176665,LIC574729
P029611,Parmer Group,ENT,Nadiad,Rajasthan,253772934,LIC678140
P013245,Shanker LLC,Pediatrics,Orai,Mizoram,965626068,LIC581516
P013511,Dugal-Dua,Dermatology,Mau,Haryana,439985940,LIC544162
P017850,"Narang, Ray and Sheth",Pediatrics,Malegaon,Karnataka,204651637,LIC756131
P018412,Puri LLC,Orthopedics,Dhanbad,Meghalaya,138214125,LIC749665
P022378,Chana Group,OBGYN,Lucknow,Karnataka,777887286,LIC585051
P014438,Madan and Sons,ENT,Dibrugarh,Meghalaya,471341222,LIC711786
P021322,Sahota Ltd,Neurology,Ludhiana,Mizoram,582595467,LIC589518
P006729,Chand Ltd,Urology,Bathinda,Mizoram,638072768,LIC127448
P034153,"Ben, Apte and Dey",Orthopedics,Panchkula,Telangana,903155009,LIC238569
P013750,Madan-Sane,Orthopedics,Howrah,Nagaland,673929656,LIC728343
P000773,"Savant, Korpal and Bakshi",Pediatrics,Kulti,Madhya Pradesh,383232144,LIC587409
P038076,"Chauhan, Bhatti and Kaur",Pediatrics,Tirunelveli,Maharashtra,XXXXX,BADLIC
P026643,Pandit PLC,ENT,Hapur,Mizoram,943333886,LIC444903
P005031,Borra-Sami,OBGYN,Dehri,Telangana,637261147,LIC467629
P038746,"Edwin, Bandi and Sandal",Neurology,Firozabad,Bihar,XXXXX,BADLIC
P018254,"Patel, Goda and Pau",Cardiology,Jamshedpur,Andhra Pradesh,311423812,LIC731722
P027190,Gokhale Group,Pediatrics,Ghaziabad,Jharkhand,842908897,LIC485332
P024316,Hegde-Cherian,OBGYN,Gandhidham,Nagaland,452347869,LIC838214
P010590,Patla-Hegde,Cardiology,Kavali,Nagaland,152686080,LIC114100
P014755,Amble-Sundaram,General Medicine,Raichur,Jharkhand,514119418,LIC464488
P021854,Kade LLC,General Medicine,Naihati,Assam,242351911,LIC309821
P026603,Kadakia-Sawhney,Neurology,Tadipatri,Uttar Pradesh,296471408,LIC606401
P019063,Gill LLC,OBGYN,Kadapa,Maharashtra,996808142,LIC910953
P011708,Manda and Sons,Dermatology,Siwan,Haryana,237059052,LIC914301
P030817,Ramachandran-Agarwal,ENT,Miryalaguda,Maharashtra,927712585,LIC870056
P031482,"Ramakrishnan, Mutti and Ravi",General Medicine,Gulbarga,Maharashtra,866734643,LIC854801
P008804,Barman LLC,ENT,Rampur,Andhra Pradesh,224429681,LIC723184
P018064,Rama-Chokshi,Oncology,Bhagalpur,Karnataka,414358300,LIC425872
P012464,Pradhan PLC,Pediatrics,Rourkela,Himachal Pradesh,541783272,LIC394244
P033446,Nanda-Hegde,OBGYN,Guntur,Arunachal Pradesh,504795661,LIC478148
P030447,Hari-Chaudry,Orthopedics,Anantapur,Assam,215466776,LIC825210
P017961,"Dhingra, Bath and Soman",Orthopedics,Anantapuram,Madhya Pradesh,326800212,LIC716637
P018771,Oommen-Dash,Urology,Nagercoil,Madhya Pradesh,673044295,LIC601909
P021294,Chanda Inc,Cardiology,Maheshtala,Mizoram,984353074,LIC747281
P038959,"Chadha, Chaudhari and Sehgal",Urology,Ghaziabad,West Bengal,XXXXX,BADLIC
P007222,Upadhyay-Divan,OBGYN,Kulti,Bihar,547224022,LIC745484
P029235,Chaudhry Ltd,General Medicine,Barasat,Assam,673355955,LIC438760
P028134,Jani-Anne,Urology,Kollam,Andhra Pradesh,249799425,LIC303240
P010672,Kanda-Bedi,Neurology,Rajkot,Rajasthan,424211127,LIC608162
P014865,Grewal-Vohra,Orthopedics,Aurangabad,Uttar Pradesh,455488329,LIC615558
P007449,"Kapadia, Srivastava and Dayal",Orthopedics,Hyderabad,Odisha,XXXXX,BADLIC
P028741,"Kashyap, Grover and Kala",Neurology,Mahbubnagar,West Bengal,781928165,LIC466643
P005984,Chandran-Srivastava,Dermatology,Gandhinagar,Andhra Pradesh,643800144,LIC213522
P006386,Hayre-Pillay,General Medicine,Bijapur,Karnataka,862335928,LIC365329
P003626,Dugar-Madan,OBGYN,Bhimavaram,Odisha,952514097,LIC934257
P036928,Baral-Cherian,ENT,Junagadh,West Bengal,XXXXX,BADLIC
P003508,Madan Group,Oncology,Anantapuram,Uttar Pradesh,979306717,LIC555510
P024323,Bedi LLC,Urology,Panipat,Karnataka,745633407,LIC411215
P025506,"Suresh, Srinivasan and Wadhwa",Neurology,Bongaigaon,Odisha,514648306,LIC452153
P031465,Singhal PLC,ENT,Kharagpur,Karnataka,542967566,LIC200852
P022142,"Sagar, Purohit and Chad",Neurology,Salem,Karnataka,435398723,LIC445816
P013468,"Deshpande, Kaul and Dube",Dermatology,Tirupati,Manipur,441991603,LIC776734
P032786,Dash-Goswami,Oncology,Warangal,Haryana,594671691,LIC276345
P016527,"Deep, Kapadia and Dass",General Medicine,Munger,Tripura,309704153,LIC852601
P007082,"Krish, Gokhale and Grover",Cardiology,Tenali,Karnataka,414505110,LIC754179
P000328,Tella-Gala,ENT,Kadapa,Gujarat,244024483,LIC344913
P034213,Sodhi-Ravi,Neurology,Karawal Nagar,Madhya Pradesh,136937381,LIC279215
P004226,"Choudhary, Sinha and Borah",Urology,Ambattur,Haryana,995106380,LIC945031
P031719,Chatterjee PLC,Oncology,Anantapuram,Punjab,774275656,LIC147479
P024021,Majumdar-Mander,Neurology,Dibrugarh,West Bengal,264223616,LIC427088
P006557,Ghosh LLC,Orthopedics,Asansol,Sikkim,771013158,LIC404753
P020334,Mand LLC,Oncology,Giridih,Andhra Pradesh,463223796,LIC177920
P009246,Magar-Prashad,Urology,Bally,Jharkhand,695466918,LIC549233
P004014,Lata Inc,Urology,Panihati,Madhya Pradesh,286860724,LIC605435
P029886,Oak Ltd,Dermatology,Mathura,Sikkim,855158043,LIC693196
P013878,Srinivas LLC,ENT,Motihari,Punjab,776686661,LIC601719
P029101,Gola-Dey,Pediatrics,Korba,Assam,126395890,LIC164538
P026094,Chad Group,Dermatology,Rajpur Sonarpur,Bihar,820946474,LIC531515
P033488,Nadig-Padmanabhan,Pediatrics,Rajpur Sonarpur,Mizoram,162847374,LIC961846
P009492,Chakraborty-Joshi,Oncology,Berhampore,Meghalaya,945568937,LIC671344
P018296,Pall-Jani,Dermatology,Allahabad,Tamil Nadu,926533332,LIC214173
P023667,Nayak and Sons,Urology,Buxar,Kerala,755159185,LIC884010
P017963,Oommen Group,Neurology,Bharatpur,Madhya Pradesh,145331280,LIC312535
P018673,Kurian-Sami,General Medicine,Ballia,Karnataka,194637118,LIC746162
P017884,Dubey PLC,Dermatology,Faridabad,Uttar Pradesh,459555041,LIC177370
P012358,Choudhary Group,Neurology,Begusarai,Mizoram,730795305,LIC797813
P002726,"Bava, Munshi and Taneja",General Medicine,Madanapalle,Maharashtra,979541891,LIC620224
P015324,Iyer Inc,Cardiology,Jhansi,Assam,164337483,LIC306813
P017667,Sastry-Dua,Orthopedics,Hosur,Karnataka,323951084,LIC118408
P002580,"Pal, Prabhakar and Devi",OBGYN,Ambarnath,Kerala,718313993,LIC151396
P018372,Sura Inc,Orthopedics,Tumkur,Tamil Nadu,112331500,LIC775527
P011055,Sem-Shetty,Cardiology,Sirsa,Telangana,205500629,LIC431037
P022079,Mital-Garde,Cardiology,Farrukhabad,Karnataka,XXXXX,BADLIC
P029900,"Patla, Andra and Sharma",Urology,Parbhani,Arunachal Pradesh,635078210,LIC873972
P031370,Dave Group,ENT,Farrukhabad,Mizoram,770511113,LIC436709
P021993,Arora-Murty,Oncology,Chinsurah,Madhya Pradesh,830467564,LIC116374
P000385,"Tandon, Pal and Kapadia",OBGYN,Dehri,Uttarakhand,300625428,LIC397436
P013014,Chandran LLC,Pediatrics,Kochi,West Bengal,824511026,LIC173756
P031240,Dhillon Inc,ENT,Munger,Gujarat,163267078,LIC795048
P005752,Narang-Choudhury,Neurology,Coimbatore,Punjab,XXXXX,BADLIC
P001503,Borra Ltd,Neurology,Nashik,Haryana,427428690,LIC166091
P039384,Prasad and Sons,Oncology,Dindigul,Telangana,XXXXX,BADLIC
P027199,"Dey, Viswanathan and Lanka",Cardiology,Rourkela,Madhya Pradesh,993232508,LIC998834
P015684,Mandal-Srinivas,OBGYN,Mahbubnagar,Mizoram,512681398,LIC728379
P009956,De-Srinivas,Cardiology,Thanjavur,Tamil Nadu,272764106,LIC978666
P033237,Saini and Sons,Urology,Warangal,Rajasthan,630158525,LIC395576
P004460,Raj-Master,Neurology,Kamarhati,Tripura,414656226,LIC502634
P013191,Saran-Gaba,OBGYN,Ichalkaranji,Punjab,119806423,LIC554685
P018723,Sharma and Sons,Cardiology,Moradabad,Tripura,804204082,LIC529903
P001685,Kala-Choudhury,General Medicine,Agartala,Andhra Pradesh,665061998,LIC829470
P028268,Memon-Balasubramanian,OBGYN,Bharatpur,Tamil Nadu,359389891,LIC424999
P015369,Ganesan-Kaur,Dermatology,Kumbakonam,Goa,351134197,LIC219674
P019446,Sami-Manne,Dermatology,Bathinda,Uttarakhand,502715150,LIC131549
P004141,Ram PLC,General Medicine,Ambala,West Bengal,176110199,LIC430815
P033878,"Patil, Chandran and Contractor",Dermatology,Bareilly,Bihar,111086604,LIC385062
P023919,Yohannan LLC,Cardiology,Gopalpur,Assam,138117042,LIC438786
P033307,Upadhyay-Kannan,ENT,Berhampur,Bihar,139045543,LIC195896
P003368,Sur-Yadav,Oncology,Khora ,Karnataka,233594693,LIC414199
P028186,"Kunda, Mukhopadhyay and Viswanathan",Urology,Jammu,Assam,924621001,LIC183983
P012599,"Seshadri, Sundaram and Bhargava",OBGYN,Thoothukudi,Telangana,967775489,LIC218640
P029679,Basu Inc,Neurology,Coimbatore,Bihar,612443162,LIC101350
P018715,"Hari, Kala and Luthra",Cardiology,Orai,Nagaland,548015881,LIC181624
P013608,Pradhan-Menon,Orthopedics,Yamunanagar,Assam,900648822,LIC509430
P016251,Mukherjee-Yadav,Dermatology,Jalandhar,Haryana,402443877,LIC529295
P035938,Vohra-Madan,ENT,Narasaraopet,Mizoram,XXXXX,BADLIC
P003361,Viswanathan Ltd,Oncology,Siliguri,Assam,738094782,LIC663957
P000402,Comar LLC,Dermatology,Sasaram,Telangana,204791129,LIC310997
P018525,Sarma-Bansal,Neurology,Jamnagar,West Bengal,977773247,LIC283557
P020456,Ahuja-Rege,Neurology,Kurnool,Bihar,664032776,LIC328316
P024115,Bhagat-Bajaj,Urology,Fatehpur,Odisha,618456943,LIC164513
P018125,Ahuja-Chanda,Orthopedics,Madanapalle,Goa,277352607,LIC172544
P035885,Deo LLC,OBGYN,Bhilwara,Uttarakhand,XXXXX,BADLIC
P013621,Bobal-Balan,OBGYN,Ramagundam,Meghalaya,186730324,LIC204716
P007440,"Manne, Dugar and Vora",ENT,Thane,Mizoram,335669122,LIC942951
P032828,Dhar-Chandran,Dermatology,Chandigarh,Meghalaya,518112815,LIC941332
P036771,Vaidya-Sama,,Akola,Himachal Pradesh,XXXXX,BADLIC
P033417,Pingle-Saxena,OBGYN,Orai,Sikkim,294898646,LIC875971
P017011,Borah Group,Cardiology,Ambarnath,Uttar Pradesh,546691893,LIC927467
P016862,Gupta-Puri,ENT,Kulti,Meghalaya,395801484,LIC444006
P006752,"Dutt, Sane and Varughese",OBGYN,Bathinda,Karnataka,215724872,LIC373420
P007270,Saxena-Bajaj,Neurology,Motihari,Manipur,187924267,LIC390866
P005251,Sachar LLC,Orthopedics,Jaunpur,Tripura,698252819,LIC577447
P037797,"Nayar, Rana and Gopal",Cardiology,Jamnagar,Goa,XXXXX,BADLIC
P034694,"Chacko, Sarin and Kurian",Urology,Jamalpur,Kerala,249505026,LIC594894
P012873,Kannan-Padmanabhan,ENT,Sirsa,Meghalaya,783973128,LIC934877
P029717,Majumdar PLC,General Medicine,Orai,Andhra Pradesh,197202750,LIC429244
P021265,Zachariah-Swamy,General Medicine,Adoni,West Bengal,153251488,LIC415518
P032099,Solanki Inc,Neurology,Ghaziabad,Nagaland,603867428,LIC765680
P017442,"Korpal, Gulati and Lala",Oncology,Siliguri,Chhattisgarh,103753437,LIC818015
P032256,Narasimhan-Kohli,Urology,Chittoor,Nagaland,645765226,LIC760135
P009604,"Kohli, Vala and Trivedi",Cardiology,Karaikudi,Gujarat,469594630,LIC896250
P017528,"Chahal, Hayre and Sibal",Cardiology,Gwalior,Tripura,374539540,LIC304407
P026415,Parekh-Varkey,ENT,Morena,Goa,653367310,LIC864591
P007567,Shere-Pal,Cardiology,Bhopal,Odisha,693135158,LIC841116
P009655,Chana and Sons,Oncology,Tadepalligudem,Punjab,995619248,LIC556461
P020347,Balay-Gala,Urology,Firozabad,Chhattisgarh,562029115,LIC197932
P023435,Bhatnagar-Amble,Urology,Vijayawada,Tripura,146627025,LIC455064
P029692,Sehgal-Barman,ENT,Ramgarh,Telangana,388649989,LIC469903
P006488,Khare-Sarraf,Oncology,Raipur,West Bengal,471064899,LIC330270
P015173,Parsa Ltd,OBGYN,Surat,Maharashtra,271769744,LIC724268
P038641,Agate and Sons,Neurology,Karawal Nagar,Rajasthan,XXXXX,BADLIC
P014811,Shetty Inc,OBGYN,Ujjain,Tamil Nadu,489043059,LIC332148
P010861,Sama-Khanna,General Medicine,Sasaram,Tripura,334000643,LIC865134
P035366,Ratti Ltd,Neurology,Dewas,Uttar Pradesh,XXXXX,BADLIC
P036098,Mutti Ltd,ENT,Rewa,Odisha,XXXXX,BADLIC
P010712,"Dyal, Banerjee and Gade",Oncology,Bokaro,Arunachal Pradesh,365426496,LIC261022
P039383,Bhatt-Magar,Dermatology,Bareilly,Telangana,XXXXX,BADLIC
P011228,"Swaminathan, Bains and Mangal",ENT,Madurai,Meghalaya,360123518,LIC100957
P034757,Sachar Inc,Pediatrics,Raurkela Industrial Township,Odisha,387236335,LIC669540
P015986,"Kala, Biswas and Som",ENT,Lucknow,Punjab,409168837,LIC669626
